age,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,Label
72,yes,yes,yes,yes,no,1,0,2205,True
89,yes,yes,yes,yes,yes,1,0,2037,True
94,yes,no,yes,yes,yes,1,0,1074,True
88,yes,yes,no,yes,yes,1,0,67,True
82,yes,no,yes,yes,yes,1,0,1046,True
63,yes,yes,yes,yes,yes,1,0,666,True
73,no,yes,yes,yes,yes,1,0,1818,True
88,yes,yes,yes,yes,yes,1,0,2277,True
68,yes,yes,yes,yes,yes,1,0,2600,True
73,yes,yes,yes,no,yes,1,0,428,True
91,yes,yes,no,yes,yes,1,0,1871,True
79,yes,yes,yes,yes,yes,1,0,2411,True
89,no,yes,yes,yes,yes,1,0,125,True
95,yes,yes,yes,yes,no,1,0,1638,True
75,yes,yes,no,yes,yes,1,0,1199,True
65,yes,yes,yes,no,yes,1,0,2109,True
93,yes,yes,no,yes,yes,1,0,2155,True
72,yes,yes,yes,yes,yes,1,0,2763,True
86,yes,yes,yes,yes,yes,1,0,2234,True
77,yes,no,yes,yes,yes,1,0,1490,True
71,yes,yes,yes,yes,no,1,0,1528,True
88,yes,yes,yes,yes,yes,1,0,2623,True
99,no,yes,yes,yes,yes,1,0,2244,True
94,yes,yes,yes,yes,yes,1,0,115,True
81,yes,yes,yes,yes,no,1,0,196,True
77,yes,yes,yes,yes,yes,1,0,1390,True
84,yes,yes,yes,yes,yes,1,0,875,True
66,yes,yes,yes,yes,yes,1,0,183,True
83,no,yes,yes,yes,yes,1,0,2002,True
85,yes,yes,yes,yes,yes,1,0,601,True
78,yes,no,yes,yes,yes,1,0,2989,True
90,yes,no,yes,yes,yes,1,0,233,True
90,yes,yes,yes,yes,no,1,0,2913,True
86,yes,no,yes,yes,yes,1,0,1985,True
74,yes,yes,yes,yes,yes,1,0,54,True
72,yes,no,yes,yes,yes,1,0,1327,True
87,yes,no,yes,yes,yes,1,0,168,True
90,yes,yes,no,yes,yes,1,0,2612,True
95,yes,yes,yes,yes,yes,1,0,1923,True
69,yes,yes,yes,yes,yes,1,0,1557,True
68,yes,yes,yes,yes,no,1,0,466,True
87,yes,yes,yes,yes,yes,1,0,2928,True
68,yes,yes,yes,yes,yes,1,0,165,True
93,yes,no,yes,yes,yes,1,0,1468,True
89,yes,no,yes,yes,yes,1,0,1441,True
69,yes,yes,yes,yes,yes,1,0,1134,True
67,yes,yes,yes,yes,no,1,0,542,True
100,yes,yes,yes,yes,yes,1,0,2067,True
72,yes,yes,no,yes,yes,1,0,2594,True
93,yes,yes,no,yes,yes,1,0,1572,True
81,yes,no,yes,yes,yes,1,0,801,True
64,yes,yes,yes,yes,yes,1,0,875,True
84,yes,yes,yes,yes,yes,1,0,1525,True
88,yes,yes,yes,yes,yes,1,0,1750,True
79,yes,yes,yes,yes,yes,1,0,536,True
90,yes,yes,yes,yes,yes,1,0,1425,True
93,yes,yes,yes,yes,yes,1,0,908,True
61,yes,yes,yes,yes,yes,1,0,1049,True
83,yes,yes,yes,yes,yes,1,0,681,True
62,yes,yes,yes,yes,no,1,0,718,True
92,yes,yes,yes,yes,yes,1,0,2202,True
88,yes,yes,yes,yes,yes,1,0,2786,True
65,yes,yes,yes,yes,yes,1,0,1757,True
96,no,yes,yes,yes,yes,1,0,1995,True
79,yes,yes,yes,yes,yes,1,0,2059,True
81,no,yes,yes,yes,yes,1,0,1728,True
78,yes,yes,no,yes,yes,1,0,2987,True
99,yes,yes,yes,yes,yes,1,0,1516,True
93,no,yes,yes,yes,yes,1,0,1469,True
83,yes,yes,yes,yes,yes,1,0,709,True
72,no,yes,yes,yes,yes,1,0,599,True
67,yes,yes,no,yes,yes,1,0,2346,True
66,yes,yes,yes,yes,yes,1,0,1365,True
89,yes,yes,yes,yes,yes,1,0,1333,True
82,yes,no,yes,yes,yes,1,0,2757,True
100,no,yes,yes,yes,yes,1,0,2152,True
92,yes,no,yes,yes,yes,1,0,2461,True
67,no,yes,yes,yes,yes,1,0,2388,True
77,no,yes,yes,yes,yes,1,0,396,True
90,yes,yes,yes,yes,yes,1,0,554,True
78,yes,yes,no,yes,yes,1,0,2171,True
80,yes,no,yes,yes,yes,1,0,1622,True
61,yes,yes,yes,no,yes,1,0,1678,True
87,yes,yes,yes,yes,no,1,0,317,True
66,no,yes,yes,yes,yes,1,0,2643,True
86,yes,yes,yes,yes,yes,1,0,2555,True
99,no,yes,yes,yes,yes,1,0,1879,True
96,yes,yes,yes,yes,yes,1,0,2418,True
79,yes,yes,yes,yes,yes,1,0,2725,True
81,yes,yes,yes,yes,yes,1,0,584,True
82,yes,yes,yes,yes,yes,1,0,2011,True
73,yes,yes,yes,yes,yes,1,0,1184,True
69,no,yes,yes,yes,yes,1,0,1074,True
95,yes,yes,yes,yes,yes,1,0,949,True
69,yes,yes,yes,yes,yes,1,0,1337,True
99,yes,yes,yes,yes,yes,1,0,421,True
74,yes,yes,yes,no,yes,1,0,712,True
93,yes,yes,no,yes,yes,1,0,1587,True
86,yes,yes,no,yes,yes,1,0,968,True
82,yes,yes,yes,yes,no,1,0,1726,True
78,yes,yes,no,yes,yes,1,0,2680,True
86,yes,no,yes,yes,yes,1,0,67,True
85,no,yes,yes,yes,yes,1,0,2300,True
76,yes,yes,yes,yes,yes,1,0,1077,True
95,yes,yes,no,yes,yes,1,0,702,True
72,yes,yes,yes,no,yes,1,0,2732,True
79,yes,yes,yes,yes,no,1,0,1104,True
86,yes,yes,yes,yes,yes,1,0,2833,True
73,yes,yes,yes,yes,yes,1,0,326,True
65,no,yes,yes,yes,yes,1,0,1120,True
76,yes,yes,yes,no,yes,1,0,1992,True
83,yes,no,yes,yes,yes,1,0,2477,True
88,no,yes,yes,yes,yes,1,0,1527,True
86,yes,yes,yes,no,yes,1,0,753,True
68,yes,yes,no,yes,yes,1,0,2747,True
96,yes,yes,yes,yes,yes,1,0,214,True
75,yes,yes,yes,yes,no,1,0,2647,True
88,yes,yes,yes,yes,no,1,0,1996,True
76,yes,yes,yes,yes,yes,1,0,2645,True
67,yes,yes,yes,yes,yes,1,0,1205,True
99,yes,yes,yes,yes,yes,1,0,961,True
61,yes,yes,yes,yes,no,1,0,2578,True
66,yes,yes,yes,no,yes,1,0,1866,True
67,yes,yes,yes,yes,yes,1,0,1604,True
78,yes,no,yes,yes,yes,1,0,2582,True
88,yes,yes,yes,yes,yes,1,0,2169,True
88,yes,yes,yes,yes,yes,1,0,748,True
61,yes,yes,yes,yes,yes,1,0,2305,True
78,yes,yes,yes,yes,yes,1,0,957,True
72,yes,yes,yes,no,yes,1,0,555,True
92,yes,yes,yes,yes,yes,1,0,1401,True
96,yes,yes,yes,yes,yes,1,0,2118,True
98,yes,yes,yes,yes,yes,1,0,256,True
99,yes,yes,yes,yes,yes,1,0,1216,True
79,yes,no,yes,yes,yes,1,0,1311,True
71,yes,no,yes,yes,yes,1,0,2599,True
80,yes,no,yes,yes,yes,1,0,1651,True
98,yes,yes,yes,yes,yes,1,0,264,True
72,yes,yes,yes,yes,yes,1,0,1246,True
95,yes,yes,yes,yes,yes,1,0,146,True
74,yes,yes,yes,yes,yes,1,0,2486,True
81,yes,no,yes,yes,yes,1,0,2786,True
86,no,yes,yes,yes,yes,1,0,949,True
71,yes,yes,yes,yes,no,1,0,1828,True
83,yes,yes,yes,yes,no,1,0,2049,True
86,yes,yes,yes,yes,no,1,0,674,True
79,yes,yes,yes,yes,yes,1,0,1407,True
89,yes,yes,yes,yes,no,1,0,1499,True
69,yes,yes,yes,yes,yes,1,0,300,True
78,yes,yes,yes,yes,yes,1,0,2612,True
68,yes,yes,no,yes,yes,1,0,2139,True
79,yes,yes,yes,yes,no,1,0,2895,True
66,yes,yes,yes,yes,yes,1,0,1966,True
90,yes,yes,yes,no,yes,1,0,2213,True
76,yes,yes,yes,yes,yes,1,0,947,True
98,yes,yes,yes,yes,yes,1,0,391,True
100,yes,yes,yes,yes,yes,1,0,809,True
70,yes,yes,yes,yes,yes,1,0,51,True
94,no,yes,yes,yes,yes,1,0,2331,True
86,yes,yes,yes,yes,yes,1,0,1012,True
66,yes,yes,yes,yes,yes,1,0,1983,True
64,yes,yes,yes,yes,no,1,0,1204,True
61,yes,no,yes,yes,yes,1,0,2769,True
73,yes,yes,yes,yes,no,1,0,1961,True
68,yes,no,yes,yes,yes,1,0,2050,True
73,yes,yes,yes,no,yes,1,0,2845,True
71,yes,yes,yes,yes,yes,1,0,82,True
97,yes,yes,no,yes,yes,1,0,2156,True
80,no,yes,yes,yes,yes,1,0,1890,True
64,yes,yes,yes,no,yes,1,0,559,True
90,yes,yes,yes,yes,yes,1,0,2081,True
72,yes,yes,yes,yes,no,1,0,2659,True
70,yes,yes,yes,no,yes,1,0,916,True
91,yes,yes,yes,yes,yes,1,0,1713,True
73,yes,yes,yes,yes,no,1,0,2202,True
67,yes,yes,yes,yes,no,1,0,544,True
93,no,yes,yes,yes,yes,1,0,1361,True
67,yes,yes,yes,yes,yes,1,0,582,True
87,yes,yes,yes,yes,yes,1,0,2365,True
84,yes,yes,yes,yes,yes,1,0,2414,True
85,yes,yes,yes,yes,yes,1,0,2105,True
91,yes,yes,yes,no,yes,1,0,2916,True
94,yes,yes,yes,no,yes,1,0,2826,True
98,yes,yes,yes,yes,yes,1,0,360,True
100,yes,yes,no,yes,yes,1,0,1906,True
68,yes,no,yes,yes,yes,1,0,128,True
62,yes,yes,no,yes,yes,1,0,1285,True
75,yes,no,yes,yes,yes,1,0,1236,True
93,yes,no,yes,yes,yes,1,0,997,True
65,yes,yes,yes,yes,yes,1,0,2826,True
92,yes,yes,yes,yes,yes,1,0,2745,True
92,yes,yes,no,yes,yes,1,0,975,True
87,yes,yes,yes,yes,yes,1,0,364,True
73,no,yes,yes,yes,yes,1,0,1990,True
96,yes,yes,yes,yes,yes,1,0,1664,True
66,yes,yes,yes,yes,yes,1,0,1156,True
98,yes,yes,yes,no,yes,1,0,2968,True
68,yes,yes,yes,yes,yes,1,0,612,True
77,yes,yes,yes,yes,yes,1,0,2162,True
70,no,yes,yes,yes,yes,1,0,708,True
81,yes,yes,yes,yes,yes,1,0,454,True
86,yes,yes,yes,no,yes,1,0,2713,True
84,yes,yes,yes,yes,yes,1,0,977,True
87,yes,yes,yes,no,yes,1,0,1635,True
76,yes,no,yes,yes,yes,1,0,246,True
93,yes,yes,yes,yes,yes,1,0,657,True
81,yes,yes,yes,yes,yes,1,0,1097,True
90,yes,yes,no,yes,yes,1,0,2102,True
60,yes,yes,yes,yes,no,1,0,1280,True
73,yes,yes,yes,yes,yes,1,0,1117,True
86,no,yes,yes,yes,yes,1,0,2200,True
70,yes,yes,yes,yes,yes,1,0,1944,True
81,yes,yes,no,yes,yes,1,0,584,True
93,yes,no,yes,yes,yes,1,0,62,True
83,no,yes,yes,yes,yes,1,0,202,True
97,yes,yes,yes,yes,yes,1,0,2548,True
95,yes,yes,yes,yes,yes,1,0,239,True
65,no,yes,yes,yes,yes,1,0,1156,True
91,yes,yes,yes,yes,yes,1,0,1353,True
99,yes,no,yes,yes,yes,1,0,927,True
86,yes,yes,yes,yes,yes,1,0,2678,True
84,yes,yes,yes,yes,yes,1,0,372,True
75,yes,yes,yes,yes,yes,1,0,316,True
87,yes,yes,yes,no,yes,1,0,2038,True
64,yes,yes,no,yes,yes,1,0,707,True
69,yes,yes,yes,yes,yes,1,0,1056,True
68,yes,yes,yes,yes,yes,1,0,2336,True
79,yes,yes,no,yes,yes,1,0,1740,True
75,yes,no,yes,yes,yes,1,0,1743,True
66,yes,yes,yes,yes,yes,1,0,2549,True
61,no,yes,yes,yes,yes,1,0,110,True
73,yes,yes,yes,yes,no,1,0,2295,True
69,yes,yes,no,yes,yes,1,0,2001,True
66,yes,no,yes,yes,yes,1,0,1225,True
69,yes,yes,no,yes,yes,1,0,2164,True
65,yes,yes,yes,no,yes,1,0,959,True
81,yes,yes,no,yes,yes,1,0,2697,True
67,yes,yes,yes,no,yes,1,0,2578,True
88,no,yes,yes,yes,yes,1,0,60,True
75,yes,yes,yes,yes,no,1,0,1485,True
79,no,yes,yes,yes,yes,1,0,829,True
65,yes,yes,yes,no,yes,1,0,1157,True
85,yes,yes,yes,yes,yes,1,0,32,True
98,yes,yes,yes,no,yes,1,0,74,True
86,yes,yes,yes,yes,no,1,0,407,True
69,yes,yes,yes,yes,no,1,0,186,True
97,yes,yes,yes,yes,yes,1,0,1875,True
80,yes,no,yes,yes,yes,1,0,1572,True
68,yes,no,yes,yes,yes,1,0,1583,True
77,yes,yes,no,yes,yes,1,0,2866,True
67,yes,yes,yes,yes,yes,1,0,2754,True
90,yes,yes,no,yes,yes,1,0,14,True
92,yes,yes,yes,yes,yes,1,0,2040,True
90,yes,yes,yes,yes,yes,1,0,2433,True
95,no,yes,yes,yes,yes,1,0,1541,True
86,yes,yes,yes,yes,yes,1,0,569,True
82,yes,yes,yes,yes,yes,1,0,894,True
90,yes,yes,yes,yes,yes,1,0,360,True
84,yes,yes,yes,yes,no,1,0,2192,True
69,yes,yes,yes,yes,no,1,0,2813,True
96,yes,yes,no,yes,yes,1,0,262,True
86,yes,no,yes,yes,yes,1,0,2175,True
81,no,yes,yes,yes,yes,1,0,1881,True
73,yes,yes,yes,no,yes,1,0,2234,True
81,yes,yes,yes,yes,yes,1,0,339,True
75,yes,yes,yes,yes,yes,1,0,2165,True
88,yes,yes,yes,no,yes,1,0,2469,True
81,yes,yes,yes,yes,yes,1,0,1173,True
68,no,yes,yes,yes,yes,1,0,554,True
84,yes,yes,yes,no,yes,1,0,2597,True
90,yes,yes,no,yes,yes,1,0,2571,True
70,yes,yes,yes,no,yes,1,0,1657,True
95,yes,yes,no,yes,yes,1,0,2366,True
87,yes,no,yes,yes,yes,1,0,444,True
89,yes,yes,yes,yes,yes,1,0,1754,True
98,yes,yes,no,yes,yes,1,0,1331,True
100,yes,yes,yes,no,yes,1,0,817,True
81,no,yes,yes,yes,yes,1,0,2089,True
60,yes,yes,yes,yes,yes,1,0,2115,True
97,yes,yes,yes,yes,yes,1,0,1265,True
89,yes,yes,yes,yes,yes,1,0,2583,True
60,yes,yes,yes,yes,yes,1,0,427,True
84,yes,no,yes,yes,yes,1,0,2891,True
82,yes,yes,yes,yes,yes,1,0,2503,True
66,yes,yes,yes,yes,yes,1,0,136,True
87,yes,yes,yes,yes,yes,1,0,1630,True
65,yes,yes,no,yes,yes,1,0,771,True
80,yes,yes,yes,no,yes,1,0,671,True
90,yes,yes,no,yes,yes,1,0,256,True
86,yes,no,yes,yes,yes,1,0,1172,True
100,yes,yes,yes,no,yes,1,0,1891,True
65,yes,yes,no,yes,yes,1,0,2061,True
74,yes,yes,yes,yes,yes,1,0,128,True
65,no,yes,yes,yes,yes,1,0,294,True
91,yes,yes,yes,yes,yes,1,0,729,True
91,yes,yes,yes,no,yes,1,0,1143,True
93,yes,yes,yes,yes,yes,1,0,422,True
87,yes,yes,yes,no,yes,1,0,617,True
97,yes,yes,yes,yes,yes,1,0,2416,True
85,yes,yes,yes,yes,yes,1,0,2351,True
95,yes,yes,yes,yes,no,1,0,2991,True
68,yes,yes,yes,yes,yes,1,0,2541,True
71,no,yes,yes,yes,yes,1,0,47,True
86,yes,yes,yes,yes,yes,1,0,1719,True
68,yes,yes,yes,yes,yes,1,0,2467,True
98,yes,yes,yes,yes,no,1,0,657,True
78,yes,yes,yes,yes,yes,1,0,1285,True
73,no,yes,yes,yes,yes,1,0,2615,True
70,yes,no,yes,yes,yes,1,0,2178,True
81,yes,yes,yes,no,yes,1,0,1625,True
69,yes,yes,yes,yes,yes,1,0,1324,True
79,yes,yes,no,yes,yes,1,0,345,True
88,yes,yes,yes,yes,yes,1,0,2810,True
89,yes,yes,yes,yes,yes,1,0,2335,True
84,yes,yes,yes,yes,yes,1,0,2612,True
82,yes,yes,no,yes,yes,1,0,584,True
79,yes,yes,no,yes,yes,1,0,344,True
66,yes,yes,yes,yes,yes,1,0,1232,True
68,yes,yes,yes,yes,yes,1,0,2966,True
81,yes,yes,yes,yes,no,1,0,1919,True
96,yes,yes,yes,yes,no,1,0,1942,True
60,yes,no,yes,yes,yes,1,0,1268,True
87,yes,yes,yes,yes,yes,1,0,1052,True
80,yes,yes,yes,yes,yes,1,0,187,True
95,yes,yes,yes,yes,yes,1,0,2541,True
62,no,yes,yes,yes,yes,1,0,1689,True
90,yes,yes,yes,yes,yes,1,0,2982,True
81,yes,yes,yes,yes,yes,1,0,2512,True
87,yes,yes,yes,yes,yes,1,0,2658,True
79,yes,yes,yes,yes,yes,1,0,2469,True
69,yes,yes,yes,yes,yes,1,0,2456,True
71,yes,yes,yes,no,yes,1,0,1383,True
83,yes,yes,yes,no,yes,1,0,1494,True
65,yes,yes,no,yes,yes,1,0,2678,True
66,no,yes,yes,yes,yes,1,0,2281,True
97,yes,yes,yes,yes,yes,1,0,2599,True
86,yes,yes,yes,yes,yes,1,0,2818,True
78,yes,yes,yes,yes,yes,1,0,2813,True
81,yes,yes,yes,yes,yes,1,0,323,True
80,yes,yes,yes,yes,yes,1,0,184,True
66,no,yes,yes,yes,yes,1,0,411,True
68,yes,yes,yes,yes,yes,1,0,95,True
72,yes,yes,yes,no,yes,1,0,2576,True
89,yes,yes,yes,yes,yes,1,0,2484,True
60,no,yes,yes,yes,yes,1,0,1805,True
77,no,yes,yes,yes,yes,1,0,1338,True
72,yes,yes,yes,yes,yes,1,0,2554,True
69,yes,yes,no,yes,yes,1,0,222,True
77,yes,yes,no,yes,yes,1,0,2082,True
97,yes,yes,yes,no,yes,1,0,624,True
85,yes,yes,no,yes,yes,1,0,2245,True
82,yes,no,yes,yes,yes,1,0,2140,True
70,yes,no,yes,yes,yes,1,0,219,True
99,yes,no,yes,yes,yes,1,0,1117,True
69,yes,yes,yes,no,yes,1,0,465,True
65,no,yes,yes,yes,yes,1,0,2429,True
87,yes,yes,no,yes,yes,1,0,2601,True
97,yes,yes,yes,yes,yes,1,0,2871,True
74,yes,yes,no,yes,yes,1,0,305,True
91,yes,yes,no,yes,yes,1,0,2824,True
86,yes,yes,yes,yes,yes,1,0,2803,True
60,yes,yes,yes,yes,no,1,0,2588,True
76,yes,yes,yes,yes,yes,1,0,74,True
76,yes,yes,yes,yes,yes,1,0,2335,True
68,yes,yes,yes,yes,yes,1,0,2638,True
77,yes,yes,yes,yes,yes,1,0,316,True
69,yes,yes,yes,yes,no,1,0,2443,True
90,yes,yes,yes,yes,yes,1,0,1364,True
100,yes,yes,yes,yes,yes,1,0,1671,True
79,yes,yes,yes,yes,yes,1,0,515,True
67,yes,yes,yes,yes,yes,1,0,2954,True
97,yes,yes,yes,no,yes,1,0,845,True
68,yes,yes,yes,yes,yes,1,0,942,True
94,yes,yes,no,yes,yes,1,0,2785,True
85,yes,no,yes,yes,yes,1,0,750,True
69,yes,yes,yes,yes,yes,1,0,1451,True
74,yes,yes,yes,yes,yes,1,0,2063,True
75,yes,yes,yes,yes,yes,1,0,2445,True
70,no,yes,yes,yes,yes,1,0,2114,True
70,yes,yes,yes,yes,no,1,0,1968,True
89,yes,yes,yes,yes,yes,1,0,3000,False
85,yes,yes,yes,yes,yes,1,0,988,True
71,no,yes,yes,yes,yes,1,0,1405,True
72,yes,yes,yes,yes,yes,1,0,1968,True
69,yes,yes,yes,yes,yes,1,0,2412,True
77,yes,yes,yes,no,yes,1,0,2646,True
88,yes,yes,yes,yes,yes,1,0,262,True
78,yes,yes,yes,yes,yes,1,0,1170,True
82,yes,yes,yes,yes,yes,1,0,2130,True
87,yes,yes,yes,yes,yes,1,0,253,True
77,yes,yes,no,yes,yes,1,0,1426,True
82,no,yes,yes,yes,yes,1,0,929,True
100,no,yes,yes,yes,yes,1,0,2673,True
77,yes,yes,no,yes,yes,1,0,2690,True
83,no,yes,yes,yes,yes,1,0,275,True
89,no,yes,yes,yes,yes,1,0,789,True
84,yes,yes,yes,yes,no,1,0,2949,True
83,yes,yes,yes,yes,yes,1,0,2623,True
86,yes,yes,yes,yes,yes,1,0,150,True
77,yes,yes,yes,yes,yes,1,0,1380,True
64,yes,yes,yes,yes,yes,1,0,592,True
99,yes,yes,yes,yes,yes,1,0,661,True
94,yes,yes,yes,yes,yes,1,0,246,True
85,yes,yes,yes,yes,yes,1,0,1531,True
97,yes,yes,yes,yes,yes,1,0,1673,True
97,no,yes,yes,yes,yes,1,0,1340,True
80,yes,yes,no,yes,yes,1,0,2731,True
96,yes,yes,yes,yes,yes,1,0,2579,True
66,yes,yes,yes,yes,no,1,0,11,True
89,yes,yes,yes,yes,yes,1,0,2386,True
66,yes,yes,yes,yes,yes,1,0,2536,True
74,yes,yes,yes,yes,yes,1,0,792,True
90,yes,yes,yes,yes,yes,1,0,2744,True
93,yes,yes,yes,yes,yes,1,0,1543,True
93,yes,yes,no,yes,yes,1,0,2555,True
94,yes,yes,no,yes,yes,1,0,894,True
97,yes,yes,no,yes,yes,1,0,803,True
69,yes,no,yes,yes,yes,1,0,1960,True
72,yes,yes,yes,yes,yes,1,0,2021,True
89,yes,yes,yes,yes,no,1,0,917,True
98,yes,yes,yes,yes,no,1,0,1433,True
88,yes,yes,yes,no,yes,1,0,2146,True
84,yes,yes,yes,yes,yes,1,0,2944,True
84,yes,no,yes,yes,yes,1,0,2790,True
77,yes,yes,yes,yes,no,1,0,1416,True
92,yes,yes,yes,yes,yes,1,0,1421,True
77,yes,yes,yes,yes,yes,1,0,2362,True
73,yes,yes,yes,yes,yes,1,0,515,True
85,yes,yes,yes,yes,yes,1,0,868,True
63,no,yes,yes,yes,yes,1,0,2780,True
95,yes,yes,yes,yes,yes,1,0,2892,True
92,yes,yes,yes,yes,yes,1,0,2294,True
73,yes,yes,yes,yes,yes,1,0,1565,True
72,yes,yes,yes,yes,yes,1,0,391,True
70,yes,no,yes,yes,yes,1,0,526,True
97,yes,yes,no,yes,yes,1,0,1502,True
76,yes,yes,yes,yes,yes,1,0,1979,True
70,yes,yes,yes,yes,yes,1,0,835,True
74,yes,yes,no,yes,yes,1,0,869,True
71,yes,yes,no,yes,yes,1,0,2729,True
91,yes,yes,yes,yes,yes,1,0,2686,True
88,yes,yes,yes,yes,yes,1,0,2222,True
80,yes,no,yes,yes,yes,1,0,48,True
79,yes,yes,yes,yes,yes,1,0,1632,True
93,no,yes,yes,yes,yes,1,0,662,True
68,yes,yes,yes,yes,yes,1,0,1327,True
61,yes,yes,yes,yes,no,1,0,354,True
90,yes,yes,yes,yes,yes,1,0,19,True
97,yes,yes,yes,yes,yes,1,0,2360,True
92,yes,yes,yes,yes,yes,1,0,102,True
85,yes,yes,yes,no,yes,1,0,153,True
85,no,yes,yes,yes,yes,1,0,1969,True
80,yes,yes,yes,yes,no,1,0,1121,True
76,yes,yes,yes,yes,yes,1,0,1106,True
88,yes,yes,yes,no,yes,1,0,555,True
71,yes,yes,yes,yes,yes,1,0,1703,True
96,yes,yes,yes,no,yes,1,0,2309,True
73,yes,yes,yes,yes,yes,1,0,1219,True
70,yes,yes,yes,yes,yes,1,0,1881,True
63,yes,no,yes,yes,yes,1,0,2308,True
94,yes,yes,no,yes,yes,1,0,2860,True
66,yes,no,yes,yes,yes,1,0,2980,True
100,yes,yes,yes,yes,yes,1,0,2319,True
70,yes,yes,yes,yes,yes,1,0,2209,True
68,yes,yes,yes,yes,yes,1,0,1543,True
65,no,yes,yes,yes,yes,1,0,1167,True
70,yes,yes,no,yes,yes,1,0,1,True
72,yes,yes,yes,yes,yes,1,0,635,True
64,yes,yes,yes,yes,yes,1,0,986,True
99,yes,no,yes,yes,yes,1,0,2192,True
83,yes,yes,yes,yes,yes,1,0,826,True
80,yes,yes,yes,no,yes,1,0,2007,True
67,yes,yes,yes,yes,yes,1,0,2300,True
87,yes,yes,yes,no,yes,1,0,2223,True
96,yes,yes,yes,yes,yes,1,0,2578,True
94,yes,yes,yes,yes,yes,1,0,2843,True
71,no,yes,yes,yes,yes,1,0,2809,True
71,yes,yes,yes,yes,yes,1,0,1959,True
79,yes,yes,yes,yes,yes,1,0,1744,True
78,yes,no,yes,yes,yes,1,0,2993,True
77,yes,yes,yes,no,yes,1,0,2752,True
92,yes,yes,yes,yes,yes,1,0,2452,True
77,yes,no,yes,yes,yes,1,0,613,True
80,yes,yes,yes,yes,yes,1,0,1212,True
91,yes,yes,yes,yes,yes,1,0,1255,True
72,yes,yes,yes,yes,yes,1,0,2633,True
85,no,yes,yes,yes,yes,1,0,1761,True
75,no,yes,yes,yes,yes,1,0,434,True
100,yes,yes,yes,yes,yes,1,0,2092,True
74,no,yes,yes,yes,yes,1,0,862,True
94,yes,yes,yes,yes,yes,1,0,441,True
88,yes,yes,yes,yes,yes,1,0,1244,True
83,no,yes,yes,yes,yes,1,0,1462,True
60,no,yes,yes,yes,yes,1,0,2910,True
77,yes,yes,yes,yes,yes,1,0,1027,True
89,yes,yes,yes,yes,yes,1,0,2950,True
70,yes,yes,yes,no,yes,1,0,1647,True
80,yes,yes,yes,yes,yes,1,0,316,True
62,yes,no,yes,yes,yes,1,0,1287,True
91,yes,yes,yes,yes,yes,1,0,2111,True
77,yes,yes,yes,yes,yes,1,0,1138,True
81,yes,yes,yes,yes,no,1,0,2382,True
71,no,yes,yes,yes,yes,1,0,640,True
89,no,yes,yes,yes,yes,1,0,579,True
78,yes,yes,yes,yes,no,1,0,1258,True
80,yes,yes,yes,yes,yes,1,0,317,True
61,yes,yes,yes,yes,yes,1,0,1476,True
75,yes,yes,yes,yes,no,1,0,2434,True
100,yes,yes,yes,no,yes,1,0,1376,True
86,no,yes,yes,yes,yes,1,0,1569,True
79,yes,yes,yes,no,yes,1,0,1906,True
78,yes,yes,yes,no,yes,1,0,3000,False
83,yes,no,yes,yes,yes,1,0,2087,True
86,yes,yes,yes,yes,no,1,0,559,True
71,yes,yes,no,yes,yes,1,0,2422,True
73,yes,yes,yes,yes,yes,1,0,1984,True
91,yes,yes,yes,no,yes,1,0,495,True
98,no,yes,yes,yes,yes,1,0,1285,True
99,no,yes,yes,yes,yes,1,0,2682,True
94,yes,yes,yes,yes,yes,1,0,1710,True
83,yes,yes,yes,yes,yes,1,0,523,True
77,yes,no,yes,yes,yes,1,0,185,True
99,yes,yes,yes,yes,no,1,0,2340,True
68,yes,yes,yes,no,yes,1,0,1648,True
83,yes,yes,yes,yes,yes,1,0,933,True
63,yes,yes,yes,yes,yes,1,0,2552,True
84,yes,yes,yes,yes,no,1,0,1583,True
80,yes,yes,yes,yes,yes,1,0,1160,True
98,yes,yes,yes,yes,yes,1,0,1322,True
90,yes,yes,yes,yes,yes,1,0,906,True
66,yes,yes,yes,yes,yes,1,0,1599,True
82,yes,yes,yes,yes,yes,1,0,619,True
87,yes,yes,yes,yes,yes,1,0,807,True
76,yes,yes,no,yes,yes,1,0,570,True
74,yes,yes,no,yes,yes,1,0,2385,True
89,yes,no,yes,yes,yes,1,0,214,True
65,yes,yes,yes,yes,yes,1,0,2049,True
76,yes,no,yes,yes,yes,1,0,1409,True
99,yes,no,yes,yes,yes,1,0,1357,True
100,yes,yes,yes,yes,no,1,0,691,True
86,yes,yes,no,yes,yes,1,0,1853,True
95,yes,yes,yes,yes,yes,1,0,1655,True
88,yes,yes,no,yes,yes,1,0,1575,True
80,yes,yes,yes,yes,yes,1,0,1940,True
73,yes,yes,no,yes,yes,1,0,2875,True
65,yes,yes,yes,yes,yes,1,0,2817,True
89,no,yes,yes,yes,yes,1,0,2703,True
78,yes,yes,yes,yes,no,1,0,335,True
79,yes,no,yes,yes,yes,1,0,215,True
95,yes,yes,yes,no,yes,1,0,2895,True
98,yes,yes,yes,no,yes,1,0,642,True
71,yes,yes,no,yes,yes,1,0,186,True
89,yes,yes,yes,yes,yes,1,0,2080,True
89,yes,yes,yes,yes,yes,1,0,958,True
